winter	year	nb_in_report	nb_in_fig1	social_status	territory	county	country	NA	X	Y	name_in_Olof_file	ID_M	ID_F	F	abreviation_pedigree	date_collaring_M	date_collaring_F	marked_date_M	Last_radio_contact_M	marked_date_F	Last_radio_contact_F	territory	ID_M	ID_F	F	abreviation_pedigree	Birth_territory_male	Birth_territory_female	Birth_date_male	birth_date_female	F_male	F_female	Birth_date_male_(Olle)	birth_date_female_(Olle)	Komment	Death_Causes	ID_of_the_dead_one	Management_decisions_	Turnover_during_the_winter	Year_of_established_pairing	Left	Repr_ngn_gang	repro(green_color)_	First_litter	digit_min	digit_max	First_repro_(yellow)	Pair(letterP)	Blood_(b)_	Radio_collar(red)	pair_intact_end_winter_	Immigrants_status	Line	remarks																																																									
2011/12	2011	NA	24	pack	Sandsjon	NA	S	NA	6641655	433298	Sandsjon_2	M-07-06	G12-09	0.2830	Sand2	2007-03-11	NA	2007-03-13	aug_07	NA	NA	Sandsjon_2	M-07-06	G12-09	0.282959	Sand2	Hlg2	Ack	2006	2007	0.436768	0.305908	NA	2007	NA	0	0	0	1	2008	NA	1	1	0	6	8	0	0	0	0	1																																																												
2004/05	2004	4.3.11.	25	scent_marking_pair	Siljansringen	Dalarna_	S	0405	6774497	500318	Siljansringen_1	G9-05	D-10-20	0.2271	Sil1	NA	NA	NA	NA	NA	NA	Siljansringen_1	G9-05	D-10-20	0.227051	Sil1	Ock1	Fur	NA	NA	0.1875	0.1875	NA	NA	NA	0	0	0	0	2004	NA	1	0	NA	NA	0	0	1	1	0	1																																																												
2005/06	2005	NA	9	pack	Siljansringen	NA	S	NA	6775669	498304	Siljansringen_1	G9-05	D-10-20	0.2271	Sil1	NA	NA	NA	NA	NA	NA	Siljansringen_1	G9-05	D-10-20	0.227051	Sil1	Ock1	Fur	NA	NA	0.1875	0.1875	NA	NA	NA	0	0	0	0	2004	NA	1	1	1	5	0	1	0	1	0	1																																																												
2006/07	2006	NA	6	pack	Siljansringen	NA	S	NA	6780151	503688	Siljansringen_1	G9-05	D-10-20	0.2271	Sil1	NA	NA	NA	NA	NA	NA	Siljansringen_1	G9-05	D-10-20	0.227051	Sil1	Ock1	Fur	NA	NA	0.1875	0.1875	NA	NA	NA	0	0	0	0	2004	NA	1	1	0	6	0	0	0	1	0	1																																																												
2007/08	2007	NA	6	pack	Siljansringen	NA	S	NA	6789648	502014	Siljansringen_1	G9-05	D-10-20	0.2271	Sil1	NA	NA	NA	NA	NA	NA	Siljansringen_1	G9-05	D-10-20	0.227051	Sil1	Ock1	Fur	NA	NA	0.1875	0.1875	NA	NA	NA	0	0	0	0	2004	NA	1	1	0	7	0	0	0	0	0	1																																																												
2008/09	2008	NA	8	pack	Siljansringen	NA	S	NA	6783934	505189	Siljansringen_1	G9-05	D-10-20	0.2271	Sil1	NA	NA	NA	NA	NA	NA	Siljansringen_1	G9-05	D-10-20	0.227051	Sil1	Ock1	Fur	NA	NA	0.1875	0.1875	NA	NA	NA	0	0	0	0	2004	NA	1	1	0	6	0	0	0	1	0	1																																																												
2009/10	2009	NA	10	pack	Siljansringen	NA	S	NA	6780712	505241	Siljansringen_1	G9-05	D-10-20	0.2271	Sil1	NA	NA	NA	NA	NA	NA	Siljansringen_1	G9-05	D-10-20	0.227051	Sil1	Ock1	Fur	NA	NA	0.1875	0.1875	NA	NA	NA	Hunting_license	D-10-20	F	0	2004	2	1	1	0	6	7	0	0	1	0	0																																																												
2010/11	2010	NA	10	pack	Siljansringen	NA	S	NA	6791286	500192	Siljansringen_2	G9-05	M-12-04	0.3169	Sil2	NA	2012-01-17	NA	NA	2012-01-17	2013-09-05	Siljansringen_2	G9-05	G33-10	0.316895	Sil2	Ock1	Amu2	NA	NA	0.1875	0.260742	NA	NA	NA	0	0	0	0	2009	NA	1	1	1	6	0	0	0	1	0	1																																																												
2011/12	2011	NA	11	pack	Siljansringen	NA	S	NA	6794543	501068	Siljansringen_2	G9-05	M-12-04	0.3169	Sil2	NA	2012-01-17	NA	NA	2012-01-17	2013-09-05	Siljansringen_2	G9-05	G33-10	0.316895	Sil2	Ock1	Amu2	NA	NA	0.1875	0.260742	NA	NA	NA	0	0	0	0	2009	1	1	2	NA	3	0	0	0	0	0	1																																																												
2010/11	2010	NA	11	pack	Sjosveden	NA	S	NA	6777164	565519	Sjosveden_(Amungen_3)	G51-10	M-09-15	0.4135	Sjo	NA	2009-02-09	NA	NA	2009-02-09	2009-03-01	Sjosveden_(Amungen_3)	G51-10	M-09-15	0.413452	Sjo	Kors1	Kors1	NA	2007	0.223389	0.223389	NA	NA	NA	0	0	0	0	2009	NA	1	1	1	5	0	0	0	1	0	1																																																												
2011/12	2011	NA	12	pack	Sjosveden	NA	S	NA	6770691	560491	Sjosveden_(Amungen_3)	G51-10	M-09-15	0.4135	Sjo	NA	2009-02-09	NA	NA	2009-02-09	2009-03-01	Sjosveden_(Amungen_3)	G51-10	M-09-15	0.413452	Sjo	Kors1	Kors1	NA	2007	0.223389	0.223389	NA	NA	NA	0	0	0	0	2009	NA	1	1	0	8	0	0	0	0	0	1																																																												
2006/07	2006	4.3.5.	22	scent_marking_pair	Skralldalen	Gavleborg	S_	0607	6852103	524978	Skralldalen	G31-08	G10-07	0.4697	Skra1	NA	NA	NA	NA	NA	NA	Skralldalen	G31-08	G10-07	0.469727	Skra1	Vox	Vox	NA	NA	0.292969	0.292969	NA	NA	NA	0	0	0	0	2006	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2007/08	2007	NA	3	pack	Skralldalen	NA	S	NA	6845247	523421	Skralldalen	G31-08	G10-07	0.4697	Skra1	NA	NA	NA	NA	NA	NA	Skralldalen	G31-08	G10-07	0.469727	Skra1	Vox	Vox	NA	NA	0.292969	0.292969	NA	NA	NA	0	0	0	0	2006	1	1	1	1	4	0	1	0	1	0	1																																																												
2008/09	2008	NA	5	pack	Skralldalen	NA	S	NA	6857294	528127	Skralldalen	G31-08	G10-07	0.4697	Skra1	NA	NA	NA	NA	NA	NA	Skralldalen	G31-08	G10-07	0.469727	Skra1	Vox	Vox	NA	NA	0.292969	0.292969	NA	NA	NA	0	0	0	0	2006	NA	1	1	0	4	0	0	0	1	0	1																																																												
2009/10	2009	NA	8	pack	Skralldalen	NA	S	NA	6871001	524011	Skralldalen	G31-08	G10-07	0.4697	Skra1	NA	NA	NA	NA	NA	NA	Skralldalen	G31-08	G10-07	0.469727	Skra1	Vox	Vox	NA	NA	0.292969	0.292969	NA	NA	NA	0	0	0	0	2006	NA	1	1	0	5	0	0	0	1	0	1																																																												
2010/11	2010	NA	7	pack	Skralldalen	NA	S	NA	6874235	527429	Skralldalen	G31-08	G10-07	0.4697	Skra1	NA	NA	NA	NA	NA	NA	Skralldalen	G31-08	G10-07	0.469727	Skra1	Vox	Vox	NA	NA	0.292969	0.292969	NA	NA	NA	0	0	0	0	2006	NA	1	1	0	4	0	0	0	0	0	1																																																												
2009/10	2009	4.3.23.	51	scent_marking_pair	Skugghojden	Varmland	S	0910	6646543	375540	Skugghojden	G47-10	G18-10	0.1486	Skg	NA	NA	NA	NA	NA	NA	Skugghojden	G47-10	G18-10	0.148636	Skg	Kyn2	Lov2	2008	NA	0	0.276367	2008	2008	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2010/11	2010	NA	22	pack	Skugghojden	NA	S	NA	6659169	381215	Skugghojden	G47-10	G18-10	0.1486	Skg	NA	NA	NA	NA	NA	NA	Skugghojden	G47-10	G18-10	0.148636	Skg	Kyn2	Lov2	2008	NA	0	0.276367	2008	2008	NA	0	0	0	0	2009	NA	1	1	1	4	0	1	0	0	0	1																																																												
2011/12	2011	NA	5	pack	Skugghojden	NA	NS	NA	6655992	370798	Skugghojden	G47-10	G18-10	0.1486	Skg	NA	NA	NA	NA	NA	NA	Skugghojden	G47-10	G18-10	0.148636	Skg	Kyn2	Lov2	2008	NA	0	0.276367	2008	2008	NA	0	0	0	0	2009	NA	1	1	0	0	0	0	0	0	0	1																																																												
2010/11	2010	4.3.21.	52	scent_marking_pair	Skultuna	Vastmanland	S	1011	6639925	566065	Skultuna	G19-11	G42-11	0.2557	Skl	NA	NA	NA	NA	NA	NA	Skultuna	G19-11	G42-11	0.255676	Skl	Osd2	Sil	NA	NA	0.277832	0.227051	NA	NA	NA	0	0	0	0	2010	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2011/12	2011	NA	25	pack	Skultuna	NA	S	NA	6636472	577619	Skultuna	G19-11	G42-11	0.2557	Skl	NA	NA	NA	NA	NA	NA	Skultuna	G19-11	G42-11	0.255676	Skl	Osd2	Sil	NA	NA	0.277832	0.227051	NA	NA	NA	culling	G42-11	F	0	2010	NA	1	1	1	6	0	1	0	0	0	1																																																												
2009/10	2009	4.3.2.	30	scent_marking_pair	Slettas	Hedmark	N	0910	6804507	334223	Slettas	G73-10	G70-10	0.3057	Sle	NA	NA	NA	NA	NA	NA	Slettas	G73-10	G70-10	0.305695	Sle	Osd2	Lov2	2008	NA	0.277832	0.276367	2008	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2010/11	2010	NA	1	pack	Slettas	NA	N	NA	6800547	339120	Slettas	G73-10	G70-10	0.3057	Sle	NA	NA	NA	NA	NA	NA	Slettas	G73-10	G70-10	0.305695	Sle	Osd2	Lov2	2008	NA	0.277832	0.276367	2008	NA	NA	0	0	0	0	2009	NA	1	1	1	6	0	1	0	0	0	1																																																												
2011/12	2011	NA	2	pack	Slettas	NA	N	NA	6795197	340482	Slettas	G73-10	G70-10	0.3057	Sle	NA	NA	NA	NA	NA	NA	Slettas	G73-10	G70-10	0.305695	Sle	Osd2	Lov2	2008	NA	0.277832	0.276367	2008	NA	NA	0	0	0	0	2009	NA	1	1	0	7	0	0	0	0	0	1																																																												
2002/03	2002	4.3.7.	15	scent_marking_pair	Stadra	orebro/Varmland	S	0203	6616234	482580	Stadra_(02-07)	M-03-04	M-02-07	0.3145	Sta	2003-01-20	2002-01-25	2003-01-20	2003-03-17	2002-01-25	2003-06-18	Stadra_(02-07)	M-03-04	M-02-07	0.314453	Sta	Mos	Ny5	2001	2001	0.359375	0.269531	NA	NA	NA	0	0	0	0	2002	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2003/04	2003	NA	9	pack	Stadra	NA	S	NA	6601047	478187	Stadra_(02-07)	M-03-04	M-02-07	0.3145	Sta	2003-01-20	2002-01-25	2003-01-20	2003-03-17	2002-01-25	2003-06-18	Stadra_(02-07)	M-03-04	M-02-07	0.314453	Sta	Mos	Ny5	2001	2001	0.359375	0.269531	NA	NA	NA	illegaly_hunting_likely	M-02-07	F	0	2002	NA	1	1	1	3	4	1	0	0	1	0																																																												
2010/11	2010	4.3.7.	38	scent_marking_pair	Store_Le	ostfold/Varmland/V_Gotaland	NS	1011	6573049	317746	Stora_Le	G25-06	G106-11	0.3315	StLe	NA	NA	NA	NA	NA	NA	Stora_Le	G25-06	G106-11	0.331543	StLe	DE2	DE5	NA	2008	0.398438	0.256958	NA	2008	NA	0	0	0	0	2010	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2001/02	2001	_4.3.6	17	scent_marking_pair	Storfors	Varmland	S	0102	6597410	446047	Storfors	G2-04	G3-04	0.2930	Sto	NA	NA	NA	NA	NA	NA	Storfors	G2-04	G3-04	0.292969	Sto	Hag2	Fil	NA	NA	0.125	0.28125	NA	NA	NA	0	0	0	0	2001	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2002/03	2002	NA	23	pack	Storfors	NA	S	NA	6597410	446047	Storfors	G2-04	G3-04	0.2930	Sto	NA	NA	NA	NA	NA	NA	Storfors	G2-04	G3-04	0.292969	Sto	Hag2	Fil	NA	NA	0.125	0.28125	NA	NA	NA	0	0	0	0	2001	NA	1	1	1	4	0	1	0	0	0	0																																																												
2008/09	2008	4.3.6.	34	scent_marking_pair	Stollet	Varmland	S	0809	6682855	405840	Stollet_1	G13-08	D-10-35	0.297363	Sto	NA	NA	NA	NA	NA	NA	Stollet_1	G13-08	D-10-35	0.297363	Sto	Lok1	Ny5	2007	NA	0.26709	0.269531	NA	NA	NA	0	0	0	0	2008	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2009/10	2009	4.3.17.	45	scent_marking_pair	Stollet	Varmland	S	0910	6684889	401683	Stollet_1	G13-08	D-10-35	0.297363	Sto	NA	NA	NA	NA	NA	NA	Stollet_1	G13-08	D-10-35	0.297363	Sto	Lok1	Ny5	2007	NA	0.26709	0.269531	NA	NA	NA	hunting_license	D-10-35	F	0	2008	0	1	0	NA	0	0	0	1	0	0	0																																																												
1998/99	1998	NA	9	scent_marking_pair	Stollet-Malung	Varmland/Dalarna	S	9899	6712960	407879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Stollet-Malung	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																												
2004/05	2004	4.3.10.	24	scent_marking_pair	Svartbo	Gavleborg	S	0405	6785651	566802	NA	D-06-12	D-06-13	NA	Svbo	NA	NA	NA	NA	NA	NA	Svartbo	D-06-12	D-06-13	NA	Svbo	Amu1	Fur	2004	NA	0.226563	0.1875	NA	NA	NA	0	0	0	0	2004	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA																																																												
2005/06	2005	4.3.5.	20	scent_marking_pair	Svartbo	Gavleborg	S_	0506	6788396	560726	NA	D-06-12	D-06-13	NA	Svbo	NA	NA	NA	NA	NA	NA	Svartbo	D-06-12	D-06-13	NA	Svbo	Amu1	Fur	2004	NA	0.226563	0.1875	NA	NA	NA	culling	D-06-13;_D-06-12	MF	0	2004	0	NA	NA	NA	2	2	NA	NA	NA	NA	NA																																																												
2007/08	2007	4.3.10.	31	scent_marking_pair	Sangen	Dalarna	S_	0708	6727035	482567	Sangen_1	G6-08	G4-08	0.48584	Sang	NA	NA	NA	NA	NA	NA	Sangen_1	G6-08	G4-08	0.48584	Sang	Kyn1	Kyn1	NA	2005	0.293457	0.293457	NA	NA	NA	0	0	0	0	2007	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2008/09	2008	NA	13	pack	Sangen	NA	S	NA	6722418	478299	Sangen_1	G6-08	G4-08	0.48584	Sang	NA	NA	NA	NA	NA	NA	Sangen_1	G6-08	G4-08	0.48584	Sang	Kyn1	Kyn1	NA	2005	0.293457	0.293457	NA	NA	NA	0	0	0	0	2007	NA	1	1	1	8	0	1	0	1	0	1																																																												
2009/10	2009	NA	15	pack	Sangen	NA	S	NA	6724564	483258	Sangen_1	G6-08	G4-08	0.48584	Sang	NA	NA	NA	NA	NA	NA	Sangen_1	G6-08	G4-08	0.48584	Sang	Kyn1	Kyn1	NA	2005	0.293457	0.293457	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	6	0	0	0	1	0	1																																																												
2010/11	2010	NA	14	pack	Sangen	NA	S	NA	6721531	483203	Sangen_1	G6-08	G4-08	0.48584	Sang	NA	NA	NA	NA	NA	NA	Sangen_1	G6-08	G4-08	0.48584	Sang	Kyn1	Kyn1	NA	2005	0.293457	0.293457	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	6	0	0	0	0	0	1																																																												
2011/12	2011	NA	17	pack	Sangen	NA	S	NA	6719296	486547	Sangen_2	G6-08	G4-08	0.48584	Sang	NA	NA	NA	NA	NA	NA	Sangen_2	G6-08	G4-08	0.48584	Sang	Kyn1	Kyn1	NA	2005	0.293457	0.293457	NA	NA	NA	0	0	0	0	2007	1	NA	2	NA	4	4	NA	NA	NA	NA	NA																																																												
2009/10	2009	4.3.8.	36	scent_marking_pair	Tandsjon	Jamtland/Dalarna	S	0910	6840055	461438	Tandsjon_(Lillhardal)	M-11-03	M-09-09	0.2970	Tand	2010-12-07	2010-12-07	2010-12-07	2012-05-13	2009-01-22	2013-01-13	Tandsjon_(Lillhardal)	M-11-03	M-09-09	0.297028	Tand	Lok1	Ful1	NA	2008	0.26709	0.261963	NA	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2010/11	2010	4.3.12.	43	scent_marking_pair	Tandsjon	Jamtland/Dalarna	S	1011	6840200	456265	Tandsjon_(Lillhardal)	M-11-03	M-09-09	0.2970	Tand	2010-12-07	2010-12-07	2010-12-07	2012-05-13	2009-01-22	2013-01-13	Tandsjon_(Lillhardal)	M-11-03	M-09-09	0.297028	Tand	Lok1	Ful1	NA	2008	0.26709	0.261963	NA	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2011/12	2011	NA	8	pack	Tandsjon	NA	S	NA	6837087	461624	Tandsjon_(Lillhardal)	M-11-03	M-09-09	0.2970	Tand	2012-02-13	2012-02-01	2010-12-07	2012-05-13	2009-01-22	2013-01-13	Tandsjon_(Lillhardal)	M-11-03	M-09-09	0.297028	Tand	Lok1	Ful1	NA	2008	0.26709	0.261963	NA	NA	NA	0	0	0	0	2009	NA	1	1	1	5	0	0	0	0	1	1																																																												
2009/10	2009	4.3.16.	44	scent_marking_pair	Tansen	Dalarna	S	0910	6682803	497174	Tansen_1	G7-10	D-11-17	0.338989	Tans1	NA	NA	NA	NA	NA	NA	Tansen_1	G7-10	D-11-17	0.338989	Tans1	Klot	Julu3	NA	2006	0.299316	0.324219	NA	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2010/11	2010	NA	19	pack	Tansen	NA	S	NA	6684905	493404	Tansen_1	G7-10	D-11-17	0.338989	Tans1	NA	NA	NA	NA	NA	NA	Tansen_1	G7-10	D-11-17	0.338989	Tans1	Klot	Julu3	NA	2006	0.299316	0.324219	NA	NA	NA	Hunting_license	D-11-17	F	0	2009	2	1	1	1	6	10	1	0	0	0	0																																																												
2011/12	2011	NA	51	scent_marking_pair	Tansen_	Dalarna	S	1112	6693175	505139	Tansen_2	G75-12	G47-11	0.146828	Tans2	NA	NA	NA	NA	NA	NA	Tansen_2	G75-12	G47-11	0.146828	Tans2	Rot2	Kyn2	NA	NA	0.274048	0	NA	NA	NA	0	0	0	0	2009	NA	0	0	NA	0	0	0	1	0	0	1	F1	Ky																																																										
2008/09	2008	4.3.4.	32	scent_marking_pair	Tennadalen	Dalarna	S	0809	6787741	420546	NA	D-09-24	G17-09	0.304291	Tna1	NA	NA	NA	NA	NA	NA	Tennadalen	D-09-24	G17-09	0.304291	Tna1	Gos	Lov2	NA	2008	0.279175	0.276367	NA	2003	NA	Killed_by_others_wolves	D-09-24	M	0	2008	0	0	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2009/10	2009	4.3.10.	38	scent_marking_pair	Tennan	Dalarna	S	0910	6796044	413303	NA	G40-08	G33-09	0.29718	Tna2	NA	NA	NA	NA	NA	NA	Tennadalen	G40-08	G33-09	0.29718	Tna2	Ama1	Ack	2008	NA	0.270508	0.305908	2008	NA	NA	0	0	0	0	2009	0	0	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2006/07	2006	4.3.6.	23	scent_marking_pair	Tenskog	Gavleborg/Dalarna	S_	0607	6834829	510985	Tenskog_1	G9-07	M-10-01	0.2560	Ten_1	NA	2010-02-08	NA	NA	2010-02-08	2010-11-04	Tenskog_1	G9-07	M-10-01	0.255981	Ten_1	Rot1	Vox	NA	NA	0.265625	0.292969	2005	NA	NA	0	0	0	0	2006	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2007/08	2007	NA	4	pack	Tenskog	NA	S	NA	6830021	508389	Tenskog_1	G9-07	M-10-01	0.2560	Ten_1	NA	2010-02-08	NA	NA	2010-02-08	2010-11-04	Tenskog_1	G9-07	M-10-01	0.255981	Ten_1	Rot1	Vox	NA	NA	0.265625	0.292969	2005	NA	NA	0	0	0	0	2006	1	1	1	1	3	0	1	0	1	0	0																																																												
2008/09	2008	4.3.2.	30	scent_marking_pair	Tenskog	Gavleborg/Dalarna	S	0809	6827007	494753	Tenskog_2	M-10-02	M-10-01	0.2478	Ten2	2010-02-08	2010-02-08	2010-02-08	2011-10-29	2010-02-08	2010-11-04	Tenskog_2	M-10-02	M-10-01	0.247803	Ten2	Amu2	Vox	2007	NA	0.260742	0.292969	NA	NA	NA	0	0	0	0	2008	NA	1	0	NA	0	0	0	1	1	0	0																																																												
2009/10	2009	4.3.9.	37	scent_marking_pair	Tenskog	Gavleborg/Dalarna	S	0910	6824730	511507	Tenskog_2	M-10-02	M-10-01	0.2478	Ten2	2010-02-08	2010-02-08	2010-02-08	2011-10-29	2010-02-08	2010-11-04	Tenskog_2	M-10-02	M-10-01	0.247803	Ten2	Amu2	Vox	2007	NA	0.260742	0.292969	NA	NA	NA	0	0	0	0	2008	NA	1	0	NA	0	0	0	1	1	1	0																																																												
2010/11	2010	4.3.13.	44	scent_marking_pair	Tenskog	Gavleborg/Dalarna	S	1011	6832307	513625	Tenskog_2	M-10-02	M-10-01	0.2478	Ten2	2011-01-25	2011-01-25	2010-02-08	2011-10-29	2010-02-08	2010-11-04	Tenskog_2	M-10-02	M-10-01	0.247803	Ten2	Amu2	Vox	2007	NA	0.260742	0.292969	NA	NA	NA	0	0	0	0	2008	NA	1	0	NA	0	0	0	1	0	1	0																																																												
2011/12	2011	NA	9	pack	Tenskog	NA	S	NA	6836034	518879	Tenskog_2	M-10-02	M-10-01	0.2478	Ten2	2011-01-25	2011-01-25	2010-02-08	2011-10-29	2010-02-08	2010-11-04	Tenskog_2	M-10-02	M-10-01	0.247803	Ten2	Amu2	Vox	2007	NA	0.260742	0.292969	NA	NA	NA	Emergency	M-10-02	M	0	2008	NA	1	1	1	7	0	0	0	0	1	1																																																												
2001/02	2001	_4.3.3	14	scent_marking_pair	Tisjon	Dalarna/Varmland	S_	0102	6749458	393683	Tisjon	G6-06	G4-06	0.3042	Tis	NA	NA	NA	NA	NA	NA	Tisjon	G6-06	G4-06	0.304199	Tis	Dju1	Fur	NA	NA	0.235352	0.1875	NA	NA	NA	0	0	0	0	2001	NA	1	0	NA	2	2	0	1	1	0	1																																																												
2002/03	2002	4.3.5.	13	scent_marking_pair	Tisjon	Dalarna/Varmland	S_	0203	6746293	381830	Tisjon	G6-06	G4-06	0.3042	Tis	NA	NA	NA	NA	NA	NA	Tisjon	G6-06	G4-06	0.304199	Tis	Dju1	Fur	NA	NA	0.235352	0.1875	NA	NA	NA	0	0	0	0	2001	NA	1	0	NA	1	1	0	1	1	0	1																																																												
2004/05	2004	4.5.7.	42	scent_marking_pair	Tisjon	Dalarna/Varmland	S	0405	6751119	383449	Tisjon	G6-06	G4-06	0.3042	Tis	NA	NA	NA	NA	NA	NA	Tisjon	G6-06	G4-06	0.304199	Tis	Dju1	Fur	NA	NA	0.235352	0.1875	NA	NA	NA	0	0	0	0	2001	NA	1	0	NA	1	1	0	1	0	0	1																																																												
2005/06	2005	NA	10	pack	Tisjon	NA	S	NA	6752684	380977	Tisjon	G6-06	G4-06	0.3042	Tis	NA	NA	NA	NA	NA	NA	Tisjon	G6-06	G4-06	0.304199	Tis	Dju1	Fur	NA	NA	0.235352	0.1875	NA	NA	NA	0	0	0	0	2001	NA	1	1	1	4	5	1	0	1	0	1																																																												
2009/10	2009	4.3.15.	43	scent_marking_pair	Trang	Varmland	S	0910	6702108	393722	Trang	G10-10	G11-10	0.299805	Tra	NA	NA	NA	NA	NA	NA	Trang	G10-10	G11-10	0.299805	Tra	Gos	Ny5	NA	NA	0.279175	0.269531	NA	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2010/11	2010	NA	16	pack	Trang	NA	S	NA	6712171	386313	Trang	G10-10	G11-10	0.299805	Tra	NA	NA	NA	NA	NA	NA	Trang	G10-10	G11-10	0.299805	Tra	Gos	Ny5	NA	NA	0.279175	0.269531	NA	NA	NA	0	0	0	0	2009	NA	1	1	1	5	0	1	0	1	0	1																																																												
2011/12	2011	NA	19	pack	Trang	NA	S	NA	6699121	397187	Trang	G10-10	G11-10	0.299805	Tra	NA	NA	NA	NA	NA	NA	Trang	G10-10	G11-10	0.299805	Tra	Gos	Ny5	NA	NA	0.279175	0.269531	NA	NA	NA	0	0	0	0	2009	NA	1	1	0	4	0	0	0	0	0	1																																																												
2000/01	2000	4.3.2	14	scent_marking_pair	Tyngsjo	Dalarna/Varmland	S	0001	6682579	431381	Tyngsjo	M-00-06	M-02-04	0.2109	Tyn	2000-02-01	2002-01-25	2000-01-31	2002-06-10	2002-01-25	2002-11-13	Tyngsjo	M-00-06	M-02-04	0.210938	Tyn	Le1	Fre	1998	1997	0.1875	0.125	NA	NA	NA	0	0	0	0	2000	NA	1	0	NA	2	2	0	1	1	1	1																																																												
2001/02	2001	NA	8	pack	Tyngsjo	NA	S	NA	6681060	433128	Tyngsjo	M-00-06	M-02-04	0.2109	Tyn	2000-02-01	2002-01-25	2000-01-31	2002-06-10	2002-01-25	2002-11-13	Tyngsjo	M-00-06	M-02-04	0.210938	Tyn	Le1	Fre	1998	1997	0.1875	0.125	NA	NA	NA	illegaly_hunting_likely	M-00-06;_M-02-04	MF	0	2000	NA	1	1	1	6	6	1	0	1	1	1																																																												
2001/02	2001	_4.3.5	16	scent_marking_pair	Ulriksberg	Dalarna/orebro/Varmland	S	0102	6654685	473087	Ulriksberg1	M-98-04	M-02-03	NA	Ulr1	1998-12-15	2002-01-13	1998-12-14	2007-04-29	2002-01-13	2003-02-25	Ulriksberg1	M-98-04	M-02-03	NA	Ulr1	Le1	Hag2	1998	1998	0.1875	0.125	NA	NA	NA	0	0	0	0	2001	NA	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2002/03	2002	4.3.6.	14	scent_marking_pair	Ulriksberg	Dalarna/orebro/Varmland	S	0203	6659366	479234	Ulriksberg1	M-98-04	M-02-03	NA	Ulr1	1998-12-15	2002-01-13	1998-12-14	2007-04-29	2002-01-13	2003-02-25	Ulriksberg1	M-98-04	M-02-03	NA	Ulr1	Le1	Hag2	1998	1998	0.1875	0.125	NA	NA	NA	illegaly_hunting_likely	M-02-03	F	0	2001	2	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2005/06	2005	4.3.13.	28	scent_marking_pair	Ulriksberg	orebro/Dalarna	S_	0506	6642639	482651	Ulriksberg2	M-98-04	M-06-02	0.2148	Ulr2	2006-01-29	2006-01-27	1998-12-14	2007-04-29	2006-01-27	2008-08-23	Ulriksberg2	M-98-04	M-06-02	0.214844	Ulr2	Le1	Hlg1	1998	2004	0.1875	0.23877	NA	NA	NA	0	0	0	0	2005	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2006/07	2006	NA	13	pack	Ulriksberg	NA	S	NA	6645242	482327	Ulriksberg2	M-98-04	M-06-02	0.2148	Ulr2	2006-01-29	2006-01-27	1998-12-14	2007-04-29	2006-01-27	2008-08-23	Ulriksberg2	M-98-04	M-06-02	0.214844	Ulr2	Le1	Hlg1	1998	2004	0.1875	0.23877	NA	NA	NA	0	0	0	0	2005	NA	1	1	1	7	0	1	0	1	1	1																																																												
2007/08	2007	NA	16	pack	Ulriksberg	NA	S	NA	6643108	479799	Ulriksberg2	M-98-04	M-06-02	0.2148	Ulr2	2006-01-29	2008-02-08	1998-12-14	2007-04-29	2006-01-27	2008-08-23	Ulriksberg2	M-98-04	M-06-02	0.214844	Ulr2	Le1	Hlg1	1998	2004	0.1875	0.23877	NA	NA	NA	0	0	0	0	2005	NA	1	1	0	5	6	0	0	1	1	1																																																												
