winter	year	nb_in_report	nb_in_fig1	social_status	territory	county	country	NA	X	Y	name_in_Olof_file	ID_M	ID_F	F	abreviation_pedigree	date_collaring_M	date_collaring_F	marked_date_M	Last_radio_contact_M	marked_date_F	Last_radio_contact_F	territory	ID_M	ID_F	F	abreviation_pedigree	Birth_territory_male	Birth_territory_female	Birth_date_male	birth_date_female	F_male	F_female	Birth_date_male_(Olle)	birth_date_female_(Olle)	Komment	Death_Causes	ID_of_the_dead_one	Management_decisions_	Turnover_during_the_winter	Year_of_established_pairing	Left	Repr_ngn_gang	repro(green_color)_	First_litter	digit_min	digit_max	First_repro_(yellow)	Pair(letterP)	Blood_(b)_	Radio_collar(red)	pair_intact_end_winter_	Immigrants_status	Line	remarks																																																									
2008/09	2008	NA	11	pack	Langsjon	NA	S	NA	6740718	531818	Langsjon_3	G21-07	G18-08	0.4104	Lang3	NA	NA	NA	NA	NA	NA	Langsjon_3	G21-07	G18-08	0.4104	Lang3	Sil	Sil	NA	NA	0.227051	0.227051	2005	NA	NA	0	0	0	0	2008	NA	1	0	NA	3	4	0	0	1	0	1																																																												
2009/10	2009	NA	13	pack	Langsjon	NA	S	NA	6740831	527572	Langsjon_3	G21-07	G18-08	0.4104	Lang3	NA	NA	NA	NA	NA	NA	Langsjon_3	G21-07	G18-08	0.4104	Lang3	Sil	Sil	NA	NA	0.227051	0.227051	2005	NA	NA	0	0	0	0	2008	NA	1	1	1	3	0	0	0	1	0	0																																																												
2010/11	2010	4.3.29.	60	scent_marking_pair	Langsjon	Dalarna	S	1011	6737107	530792	Langsjon_4	G6-05	G18-08	0.2642	Lang4	NA	NA	NA	NA	NA	NA	Langsjon_4	G6-05	G18-08	0.26416	Lang4	DE2	Sil	NA	NA	0.398438	0.227051	NA	NA	NA	0	0	0	0	2010	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2011/12	2011	NA	13	pack	Langsjon	NA	S	NA	6736011	541416	Langsjon_4	G6-05	G18-08	0.2642	Lang4	NA	NA	NA	NA	NA	NA	Langsjon_4	G6-05	G18-08	0.26416	Lang4	DE2	Sil	NA	NA	0.398438	0.227051	NA	NA	NA	0	0	0	1	2010	1	1	1	1	3	0	0	0	0	0	1																																																												
2002/03	2002	4.3.3.	11	scent_marking_pair	Mangen	Hedmark/Akershus/ostfold/Varmland	NS	0203	6640166	317208	Mangen	M-02-14	M-02-11	0.3476	Mang	2002-01-31	2002-01-30	2002-01-31	2004-01-21	2002-01-30	2005-02-01	Mangen	M-02-14	M-02-11	0.3476	Mang	Gla1	arj	2000	2001	0.296875	0.234375	NA	NA	NA	0	0	0	0	2002	NA	0	0	NA	2	2	0	0	0	0	0																																																												
2003/04	2003	4.3.2.	13	scent_marking_pair	Mangen	Hedmark/Akershus	N	0304	6657579	316538	Mangen	M-02-14	M-02-11	0.3476	Mang	2003-03-05	2003-03-05	2002-01-31	2004-01-21	2002-01-30	2005-02-01	Mangen	M-02-14	M-02-11	0.3476	Mang	Gla1	arj	2000	2001	0.296875	0.234375	NA	NA	NA	Car	M-02-14	M	0	2002	1	0	0	NA	2	2	0	0	0	0	0																																																												
2007/08	2007	4.3.19.	40	scent_marking_pair	Mangen	Hedmark/Akershus	N	0708	6656191	323186	Mangen	D-08-09	NA	NA	Mang2	NA	NA	NA	NA	NA	NA	Mangen	D-08-09	NA	NA	Mang2	DE2	NA	NA	NA	0.398438	NA	NA	NA	NA	0	0	0	0	2008	1	0	0	NA	0	2	0	0	0	0	0																																																												
2011/12	2011	NA	38	scent_marking_pair	Medskogen	Varmland/Hedmark	NS	1112	6728637	365422	Medskog	G78-11	G55-12	0.3081	Med	NA	NA	NA	NA	NA	NA	Medskog	G78-11	G55-12	0.308075	Med	Snd2	Tra	NA	NA	0.35199	0.299805	NA	NA	NA	0	0	0	0	2011	NA	0	0	NA	0	0	0	1	0	0	1																																																												
1998/99	1998	NA	11	Breeding_female_w/dog	Moss-Valer	ostfold	N	9899	6596305	270936	Moss	M-98-08	G1-01	0.3594	Mos	2000-01-27	NA	1998-12-15	2001-10-14	NA	NA	Moss	M-98-08	G1-01	0.359375	Mos	Hag2	Hag2	1998	NA	0.125	0.125	NA	NA	NA	0	0	0	0	1998	NA	1	0	NA	0	0	0	1	1	0	NA																																																												
1999/00	1999	4.3.6.	13	scent_marking_pair	Moss-Valer	ostfold	N	9900	6601021	274737	Moss	M-98-08	G1-01	0.3594	Mos	2000-01-27	NA	1998-12-15	2001-10-14	NA	NA	Moss	M-98-08	G1-01	0.359375	Mos	Hag2	Hag2	1998	NA	0.125	0.125	NA	NA	NA	0	0	0	0	1998	NA	1	0	NA	0	0	0	1	0	1	1																																																												
2000/01	2000	NA	3	pack	Moss-Valer	NA	N	NA	6606178	271709	Moss	M-98-08	G1-01	0.3594	Mos	2000-01-27	NA	1998-12-15	2001-10-14	NA	NA	Moss	M-98-08	G1-01	0.359375	Mos	Hag2	Hag2	1998	NA	0.125	0.125	NA	NA	NA	0	0	0	0	1998	NA	1	1	1	5	0	0	0	1	1	1																																																												
2001/02	2001	NA	2	pack	Moss-Valer	NA	N	NA	6602087	272612	Moss	M-98-08	G1-01	0.3594	Mos	2000-01-27	NA	1998-12-15	2001-10-14	NA	NA	Moss	M-98-08	G1-01	0.359375	Mos	Hag2	Hag2	1998	NA	0.125	0.125	NA	NA	NA	illegal_hunting_likely_	M-98-08	M	0	1998	1	1	1	0	6	8	0	0	1	1	0																																																												
2004/05	2004	4.3.8.	22	scent_marking_pair	Naggen	Vasternorrland/Gavleborg	S_	0405	6904654	546062	Naggen_1	D-05-23	G17-05	0.2969	Nag1	NA	NA	NA	NA	NA	NA	Naggen_1	D-05-23	G17-05	0.296875	Nag1	arj	Fil	NA	NA	0.234375	0.28125	NA	NA	NA	0	0	0	0	2004	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2005/06	2005	NA	6	pack	Naggen	NA	S	NA	6913333	546536	Naggen_1	D-05-23	G17-05	0.2969	Nag1	NA	NA	NA	NA	NA	NA	Naggen_1	D-05-23	G17-05	0.296875	Nag1	arj	Fil	NA	NA	0.234375	0.28125	NA	NA	NA	Emergency	D-05-23	M	0	2004	1	1	1	1	4	5	1	0	0	0	1																																																												
2006/07	2006	4.3.4.	21	scent_marking_pair	Naggen	Vasternorrland/Gavleborg	S_	0607	6914805	541621	Naggen_2	G24-07	G17-05	NA	Nag2	NA	NA	NA	NA	NA	NA	Naggen_2	G24-07	G17-05	NA	Nag2	Julu3	Fil	2005	NA	0.324219	0.28125	2004	NA	NA	0	0	0	0	2006	NA	0	0	NA	2	3	0	0	0	0	0																																																												
2007/08	2007	4.3.6.	27	scent_marking_pair	Naggen	Vasternorrland/Gavleborg	S_	0708	6905479	547479	Naggen_2	G24-07	G17-05	NA	Nag2	NA	NA	NA	NA	NA	NA	Naggen_2	G24-07	G17-05	NA	Nag2	Julu3	Fil	2005	NA	0.324219	0.28125	2004	NA	NA	0	0	0	0	2006	0	0	0	NA	2	2	0	0	0	0	0																																																												
2010/11	2010	4.3.10.	41	scent_marking_pair	Nipfjallet	Dalarna	S	1011	6868367	380532	Nipfjallet	D-10-68	D-10-67	0.33355	Nip	NA	NA	NA	NA	NA	NA	Nipfjallet	D-10-68	D-10-67	0.33355	Nip	Has3	Osd2	NA	NA	0.311035	0.277832	NA	NA	NA	culling	D-10-67;D-10-68	MF	0	2010	0	0	0	NA	2	2	0	0	0	0	0																																																												
2010/11	2010	4.3.24.	55	scent_marking_pair	Nora	orebro	S	1011	6609360	494512	Nora	G12-11	G40-11	0.1396	Nora	NA	NA	NA	NA	NA	NA	Nora	G12-11	G40-11	0.139572	Nora	Kyn2	Lov2	NA	NA	0	0.276367	NA	NA	NA	0	0	0	0	2010	NA	1	0	NA	0	0	0	1	1	0	0																																																												
2011/12	2011	NA	31	pack	Nora	NA	S	NA	6602666	486084	Nora	G12-11	G40-11	0.1396	Nora	NA	NA	NA	NA	NA	NA	Nora	G12-11	G40-11	0.139572	Nora	Kyn2	Lov2	NA	NA	0	0.276367	NA	NA	NA	0	0	0	0	2010	NA	1	1	1	6	8	1	0	0	0	1																																																												
2010/11	2010	4.3.19.	50	scent_marking_pair	Norn	Dalarna/Vastmanland	S	1011	6668298	538640	Norn	G24-11	G21-11	0.3335	Norn	NA	NA	NA	NA	NA	NA	Norn	G24-11	G21-11	0.333496	Norn	Jang4	Klot	2009	NA	0.429688	0.299316	2009	NA	NA	0	0	0	0	2010	NA	1	0	NA	2	2	0	1	1	0	1																																																												
2011/12	2011	NA	21	pack	Norn	NA	S	NA	6671033	541089	Norn	G24-11	G21-11	0.3335	Norn	NA	NA	NA	NA	NA	NA	Norn	G24-11	G21-11	0.333496	Norn	Jang4	Klot	2009	NA	0.429688	0.299316	2009	NA	NA	0	0	0	0	2010	NA	1	1	1	6	6	1	0	0	0	1																																																												
1999/00	1999	4.3.5.	12	scent_marking_pair	Nyskoga	Varmland/Hedmark	NS	9900	6710734	378304	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2000-02-02	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-01	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2000/01	2000	NA	5	pack	Nyskoga	NA	NS	NA	6708400	386948	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2000-02-02	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-02	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	1	4	0	1	0	1	1	1																																																												
2001/02	2001	NA	3	pack	Nyskoga	NA	NS	NA	6705060	380484	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2002-01-12	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-03	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	0	8	0	0	0	1	1	1																																																												
2002/03	2002	NA	3	pack	Nyskoga	NA	NS	NA	6690014	393650	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2003-03-04	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-04	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	0	5	7	0	0	1	1	1																																																												
2003/04	2003	NA	3	pack	Nyskoga	NA	NS	NA	6703774	384698	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2004-02-12	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-05	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	0	6	7	0	0	1	1	1																																																												
2004/05	2004	NA	8	pack	Nyskoga	NA	S	NA	6711604	388105	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2004-02-12	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-06	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	0	7	8	0	0	1	1	1																																																												
2005/06	2005	NA	11	pack	Nyskoga	NA	S	NA	6702102	389329	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2004-02-12	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-07	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	0	6	0	0	0	1	0	1																																																												
2006/07	2006	NA	9	pack	Nyskoga	NA	S	NA	6706422	390609	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2004-02-12	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-08	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	0	5	0	0	0	1	0	1																																																												
2007/08	2007	NA	12	pack	Nyskoga	NA	S	NA	6705985	391162	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2004-02-12	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-09	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	0	5	0	0	0	1	0	1																																																												
2008/09	2008	NA	14	pack	Nyskoga	NA	S	NA	6710602	385844	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2004-02-12	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-10	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	1	0	7	0	0	0	0	0	0																																																												
2009/10	2009	4.3.13.	41	scent_marking_pair	Nyskoga	Varmland	S	0910	6714752	382181	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	2004-02-12	2000-02-02	2000-02-01	2004-03-16	2000-02-01	2002-01-11	Nyskoga_5	M-00-07	M-00-08	0.2695	Ny1	Hag2	arj	1997	1997	0.125	0.234375	NA	NA	NA	0	0	0	0	1999	NA	1	0	NA	2	4	0	0	0	0	1																																																												
2000/01	2000	4.3.4	16	scent_marking_pair	Ockelbo	Gavleborg/Dalarna	S	0001	6759246	568812	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	2009-01-29	NA	2009-01-29	2009-03-03	NA	NA	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	arj	Gh	NA	NA	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2001/02	2001	NA	7	pack	Ockelbo	NA	S	NA	6770724	571621	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	2009-01-29	NA	2009-01-29	2009-03-03	NA	NA	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	arj	Gh	NA	NA	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	1	1	10	0	1	0	1	0	1																																																												
2002/03	2002	NA	6	pack	Ockelbo	NA	S	NA	6764066	568686	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	2009-01-29	NA	2009-01-29	2009-03-03	NA	NA	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	arj	Gh	NA	NA	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	0	NA	3	0	0	0	1	0	1																																																												
2003/04	2003	NA	7	pack	Ockelbo	NA	S	NA	6770539	573358	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	2009-01-29	NA	2009-01-29	2009-03-03	NA	NA	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	arj	Gh	NA	NA	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	1	0	4	0	0	0	0	0	1																																																												
2004/05	2004	NA	7	pack	Ockelbo	NA	S	NA	6768814	576637	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	2009-01-29	NA	2009-01-29	2009-03-03	NA	NA	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	arj	Gh	NA	NA	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	0	NA	3	0	0	0	1	0	1																																																												
2005/06	2005	4.3.6.	21	scent_marking_pair	Ockelbo	Gavleborg	S_	0506	6771060	579581	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	2009-01-29	NA	2009-01-29	2009-03-03	NA	NA	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	arj	Gh	NA	NA	0.234375	0	NA	NA	NA	0	0	0	0	2000	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2006/07	2006	4.3.8.	25	scent_marking_pair	Ockelbo	Gavleborg	S_	0607	6771669	579691	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	2009-01-29	NA	2009-01-29	2009-03-03	NA	NA	Ockelbo_2	M-09-10	G3-03	0.1875	Ock1	arj	Gh	NA	NA	0.234375	0	NA	NA	NA	0	0	0	0	2000	2	1	0	NA	0	0	0	1	1	0	0																																																												
2007/08	2007	4.3.22.	43	scent_marking_pair	Ockelbo	Gavleborg	S	0708	6772396	580145	Ockelbo_3	M-09-10	D-10-22	0.3496	Ock2	2009-01-29	NA	2009-01-29	2009-03-03	NA	NA	Ockelbo_3	M-09-10	D-10-22	0.349609	Ock2	arj	Amu1	NA	NA	0.234375	0.226563	NA	NA	NA	0	0	0	0	2007	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2008/09	2008	NA	10	pack	Ockelbo	NA	S	NA	6773552	577707	Ockelbo_3	M-09-10	D-10-22	0.3496	Ock2	2009-01-29	NA	2009-01-29	2009-03-03	NA	NA	Ockelbo_3	M-09-10	D-10-22	0.349609	Ock2	arj	Amu1	NA	NA	0.234375	0.226563	NA	NA	NA	"Age,_disease"	M-09-10	F	0	2007	2	1	1	1	6	0	0	0	0	1	0																																																												
2009/10	2009	4.3.12.	40	scent_marking_pair	Ockelbo	Gavleborg	S	0910	6773117	577857	Ockelbo_3	G6-05	D-10-22	0.259277	Ock3	NA	NA	NA	NA	NA	NA	Ockelbo_3	G6-05	D-10-22	0.259277	Ock3	DE2	Amu1	NA	NA	0.398438	0.226563	NA	NA	NA	Hunting_license	D-10-22	F	0	2009	2	1	0	NA	0	0	0	1	0	0	0																																																												
2006/07	2006	4.3.1.	18	scent_marking_pair	Osdalen	Hedmark	N	0607	6830685	314589	Osdalen_1	G100-11	M-09-19	NA	Osd1	NA	2009-03-13	NA	NA	2009-03-13	2010-01-22	Osdalen_1	G100-11	M-09-19	NA	Osd1	Gra	Julu3	NA	2005	0.296875	0.324219	NA	NA	NA	0	0	0	0	2006	1	0	0	NA	0	0	0	1	0	0	0																																																												
2007/08	2007	4.3.1.	22	scent_marking_pair	Osdalen	Hedmark	N	0708	6837124	313220	Osdalen_2	M-09-05	M-09-19	0.2778	Osd2	2008-12-22	2009-03-13	2008-12-22	2011-02-15	2009-03-13	2010-01-22	Osdalen_2	M-09-05	M-09-19	0.277832	Osd2	Amu1	Julu3	NA	2005	0.226563	0.324219	NA	NA	NA	0	0	0	0	2007	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2008/09	2008	NA	1	pack	Osdalen	NA	N	NA	6835290	311028	Osdalen_2	M-09-05	M-09-19	0.2778	Osd2	2008-12-22	2009-03-13	2008-12-22	2011-02-15	2009-03-13	2010-01-22	Osdalen_2	M-09-05	M-09-19	0.277832	Osd2	Amu1	Julu3	NA	2005	0.226563	0.324219	NA	NA	NA	0	0	0	0	2007	NA	1	1	1	7	0	1	0	0	1	1																																																												
2009/10	2009	NA	1	pack	Osdalen	NA	N	NA	6837576	313835	Osdalen_2	M-09-05	M-09-19	0.2778	Osd2	2008-12-22	2009-03-13	2008-12-22	2011-02-15	2009-03-13	2010-01-22	Osdalen_2	M-09-05	M-09-19	0.277832	Osd2	Amu1	Julu3	NA	2005	0.226563	0.324219	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	7	9	0	0	0	1	1																																																												
2010/11	2010	4.3.1.	32	scent_marking_pair	Osdalen	Hedmark	N	1011	6842907	315267	Osdalen_2	M-09-05	M-09-19	0.2778	Osd2	2008-12-22	2009-03-13	2008-12-22	2011-02-15	2009-03-13	2010-01-22	Osdalen_2	M-09-05	M-09-19	0.277832	Osd2	Amu1	Julu3	NA	2005	0.226563	0.324219	NA	NA	NA	Hunting_license	M-09-05	MF	0	2007	0	1	0	NA	0	0	0	1	0	0	1																																																												
2009/10	2009	4.3.21.	49	scent_marking_pair	Riala	Stockholm	S	0910	6611854	695705	Riala_1	M-09-01	M-10-03	0.1389	Ria	2008-12-07	2010-02-09	2008-12-07	2009-11-03	2010-02-09	2011-04-18	Riala_1	M-09-01	M-10-03	0.138855	Ria	Gal	Lok1	2008	NA	0	0.26709	NA	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2010/11	2010	NA	29	pack	Riala	NA	S	NA	6612288	694254	Riala_1	M-09-01	M-10-03	0.1389	Ria	2008-12-07	2010-02-09	2008-12-07	2009-11-03	2010-02-09	2011-04-18	Riala_1	M-09-01	M-10-03	0.138855	Ria	Gal	Lok1	2008	NA	0	0.26709	NA	NA	NA	0	0	0	0	2009	NA	1	1	1	5	0	1	0	1	1	1																																																												
2011/12	2011	NA	28	pack	Riala	NA	S	NA	6617633	696098	Riala_1	M-09-01	M-10-03	0.1389	Ria	2008-12-07	2010-02-09	2008-12-07	2009-11-03	2010-02-09	2011-04-18	Riala_1	M-09-01	M-10-03	0.138855	Ria	Gal	Lok1	2008	NA	0	0.26709	NA	NA	NA	0	0	0	0	2009	2	1	1	0	5	0	0	0	0	0	1																																																												
2003/04	2003	4.3.4.	15	scent_marking_pair	Rotna	Hedmark/Varmland	NS	0304	6712617	355717	Rotna_1	M-00-09	M-06-07	0.2656	Rot1	2003-01-19	2006-02-11	2000-02-02	2005-11-16	2006-02-11	2006-03-04	Rotna_1	M-00-09	M-06-07	0.265625	Rot1	Fre	Ny5	NA	2003	0.125	0.269531	NA	NA	NA	0	0	0	0	2003	NA	1	0	NA	0	0	0	1	0	1	1																																																												
2004/05	2004	4.3.5.	19	scent_marking_pair	Rotna	Hedmark/Varmland	NS	0405	6708638	354739	Rotna_1	M-00-09	M-06-07	0.2656	Rot1	2004-01-23	2006-02-11	2000-02-02	2005-11-16	2006-02-11	2006-03-04	Rotna_1	M-00-09	M-06-07	0.265625	Rot1	Fre	Ny5	NA	2003	0.125	0.269531	NA	NA	NA	0	0	0	0	2003	NA	1	0	NA	0	0	0	1	1	1	1																																																												
2005/06	2005	NA	3	pack	Rotna	NA	NS	NA	6709429	357532	Rotna_1	M-00-09	M-06-07	0.2656	Rot1	2004-01-23	2006-02-11	2000-02-02	2005-11-16	2006-02-11	2006-03-04	Rotna_1	M-00-09	M-06-07	0.265625	Rot1	Fre	Ny5	NA	2003	0.125	0.269531	NA	NA	NA	0	0	0	0	2003	2	1	1	1	9	0	0	0	1	1	1																																																												
2006/07	2006	4.3.3.	20	scent_marking_pair	Rotna	Hedmark/Varmland	NS	0607	6716450	358058	Rotna_2	G77-10	G42-10	0.2740	Rot2	NA	NA	NA	NA	NA	NA	Rotna_2	G77-10	G42-10	0.274048	Rot2	Ulr2	Ny5	NA	NA	0.214844	0.269531	NA	NA	NA	0	0	0	0	2008	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2007/08	2007	NA	NA	scent_marking_pair	Rotna	NA	NA	NA	6716450	358058	Rotna_2	G77-10	G42-10	0.2740	Rot2	NA	NA	NA	NA	NA	NA	Rotna_2	G77-10	G42-10	0.274048	Rot2	Ulr2	Ny5	NA	NA	0.214844	0.269531	NA	NA	NA	0	0	0	0	2008	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA																																																												
2008/09	2008	4.3.12.	40	scent_marking_pair	Rotna	Hedmark/Varmland	NS	0809	6720150	363767	Rotna_2	G77-10	G42-10	0.2740	Rot2	NA	NA	NA	NA	NA	NA	Rotna_2	G77-10	G42-10	0.274048	Rot2	Ulr2	Ny5	NA	NA	0.214844	0.269531	NA	NA	NA	0	0	0	0	2008	NA	1	0	NA	0	0	0	1	1	0	0																																																												
2009/10	2009	NA	5	pack	Rotna	NA	NS	NA	6714500	361648	Rotna_2	G77-10	G42-10	0.2740	Rot2	NA	NA	NA	NA	NA	NA	Rotna_2	G77-10	G42-10	0.274048	Rot2	Ulr2	Ny5	NA	NA	0.214844	0.269531	NA	NA	NA	0	0	0	0	2008	NA	1	1	1	4	0	1	0	1	0	0																																																												
2010/11	2010	NA	4	pack	Rotna	NA	NS	NA	6713603	359500	Rotna_2	G77-10	G42-10	0.2740	Rot2	NA	NA	NA	NA	NA	NA	Rotna_2	G77-10	G42-10	0.274048	Rot2	Ulr2	Ny5	NA	NA	0.214844	0.269531	NA	NA	NA	0	0	0	0	2008	NA	1	1	0	5	0	0	0	1	1	1																																																												
2011/12	2011	NA	4	pack	Rotna	NA	NS	NA	6713167	360024	Rotna_2	G77-10	G42-10	0.2740	Rot2	NA	NA	NA	NA	NA	NA	Rotna_2	G77-10	G42-10	0.274048	Rot2	Ulr2	Ny5	NA	NA	0.214844	0.269531	NA	NA	NA	0	0	0	0	2008	NA	1	1	0	7	0	0	0	0	0	1																																																												
2004/05	2004	4.3.7.	21	scent_marking_pair	Romskog	ostfold/Akershus/Varmland	NS	0405	6618831	317222	NA	NA	M-00-02	NA	Rom	NA	2003-03-06	NA	NA	2000-01-27	2003-03-28	Romskog	NA	M-00-02	NA	Rom	NA	Fre	NA	1996	NA	0.125	NA	NA	NA	0	0	0	0	2003	NA	NA	0	NA	1	2	NA	NA	NA	NA	NA																																																												
2005/06	2005	4.3.2.	17	scent_marking_pair	Romskog	ostfold/Akershus/Varmland	NS	0506	6621790	320432	NA	NA	M-00-02	NA	Rom	NA	2003-03-06	NA	NA	2000-01-27	2003-03-28	Romskog	NA	M-00-02	NA	Rom	NA	Fre	NA	1996	NA	0.125	NA	NA	NA	car	M-00-02	F	0	2003	NA	NA	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2010/11	2010	4.3.17.	48	scent_marking_pair	Rahallan	Gavleborg_	S	1011	6740573	603049	NA	D-11-31	D-11-32	0.2659	Rah	NA	NA	NA	NA	NA	NA	Rahallan	D-11-31	D-11-32	0.2659	Rah	Kyf	Sil	2009	2010	0.29541	0.227051	NA	NA	NA	Hunting_license	D-11-31;D-11-32	MF	0	2010	0	NA	NA	NA	2	2	NA	NA	NA	NA	NA																																																												
2007/08	2007	4.3.14.	35	scent_marking_pair	Sandsjon	Varmland	S_	0708	6635459	441740	Sandsjon_1	M-07-06	D-09-22	0.2830	Sand1	2007-03-11	NA	2007-03-13	aug_07	NA	NA	Sandsjon_1	M-07-06	D-09-22	0.282959	Sand1	Hlg2	Gra1	2006	NA	0.436768	0.267578	NA	NA	NA	0	0	0	0	2007	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2008/09	2008	NA	23	pack	Sandsjon	NA	S	NA	6638313	438201	Sandsjon_1	M-07-06	D-09-22	0.2830	Sand1	2007-03-11	NA	2007-03-13	aug_07	NA	NA	Sandsjon_1	M-07-06	D-09-22	0.282959	Sand1	Hlg2	Gra1	2006	NA	0.436768	0.267578	NA	NA	NA	culling	D-09-22	F	1	2007	2	1	1	1	4	0	1	0	0	0	1																																																												
2009/10	2009	NA	23	pack	Sandsjon	NA	S	NA	6639312	439931	Sandsjon_2	M-07-06	G12-09	0.2830	Sand2	2007-03-11	NA	2007-03-13	aug_07	NA	NA	Sandsjon_2	M-07-06	G12-09	0.282959	Sand2	Hlg2	Ack	2006	2007	0.436768	0.305908	NA	2007	NA	0	0	0	0	2008	NA	1	1	1	5	6	0	0	1	0	1																																																												
2010/11	2010	NA	25	pack	Sandsjon	NA	S	NA	6641240	438077	Sandsjon_2	M-07-06	G12-09	0.2830	Sand2	2007-03-11	NA	2007-03-13	aug_07	NA	NA	Sandsjon_2	M-07-06	G12-09	0.282959	Sand2	Hlg2	Ack	2006	2007	0.436768	0.305908	NA	2007	NA	0	0	0	0	2008	NA	1	1	0	9	0	0	0	0	0	1																																																												
